ID;DES_FUNDAMENTO;DES_EMENTA
67;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"a"""", da Lei n§ 7.479/86, combinados com o artigo 20, ?? 1§, inciso II, e 4§, da Lei n§ 10.486/02""";Atingimento (Oficial Superior), at‚ 08/11/09, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade.
68;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"b"""", da Lei n§ 7.479/86, combinados com o artigo 20, ?? 1§, inciso II, e 4§, da Lei n§ 10.486/02""";Atingimento (Capit?es e Oficiais Subalternos), at‚ 08/11/09, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inat
69;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"c"""", da Lei n§ 7.479/86, combinados com o artigo 20, ?? 1§, inciso II, e 4§, da Lei n§ 10.486/02""";Atingimento (Pra‡as), at‚ 08/11/09, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade.
70;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"a"""", da Lei n§ 7.479/86, na reda‡?o do artigo 110 da Lei n§ 12.086/09, c/c o artigo 20, ? 1§, inciso II, da Lei n§ 10.486/02""";Atingimento (Oficiais), a partir de 09/11/09, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade.
71;"""Artigos 88, inciso II, e 95, inciso I, al¡nea """"b"""", da Lei n§ 7.479/86, na reda‡?o do artigo 110 da Lei n§ 12.086/09, combinados com o artigo 20, ?? 1§, inciso II, e 4§ da Lei n§ 10.486/02""";Atingimento (Pra‡as), a partir de 09/11/09, da idade-limite de permanˆncia na reserva remunerada. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade.
72;Artigos 88, inciso II, 95, inciso II, e 97, inciso I, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso I, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de ferimento recebido em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de trans
73;Artigos 88, inciso II, 95, inciso II, e 97, inciso II, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 4§, e 24, inciso I, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de enfermidade contra¡da em atividades pr¢prias dos bombeiros-militares ou na manuten‡?o da ordem p£blica, bem assim a que tenha como causa eficiente uma dessas situa‡?es. Proventos integrais, calculados com base na remu
74;Artigos 88, inciso II, 95, inciso II, e 97, inciso III, da Lei n§ 7.479/86, combinado com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso II, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de acidente em servi‡o. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que se deu o ato de transferˆncia para a inatividade.
75;Artigos 88, inciso II, 95, inciso II, e 97, inciso IV, da Lei n§ 7.479/86, combinados com os artigos 20, ? 1§, inciso I, e 4§, e 24, inciso III, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de doen‡a, mol‚stia ou enfermidade adquirida em tempo de paz, com rela‡?o de causa e efeito a condi‡?es inerentes ao servi‡o. Proventos integrais, calculados com base na remunera‡?o correspondente ao cargo efetivo em que
77;Artigos 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 24, inciso IV e ? 1§, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que torne o militar total ou permanentemente inv lido para qualquer trabalho. Proventos integrais, calculados com base na remun
78;Artigos 88, inciso II, 95, inciso II, e 97, inciso V, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso II, e 4§, e 24, ? 2§, da Lei n§ 10.486/02;Incapacidade definitiva decorrente de mol‚stia profissional, doen‡a grave, contagiosa ou incur vel (especificada em lei), desde que n?o torne o militar total ou permanentemente inv lido para qualquer trabalho. Proventos proporcionais, calculados com base
79;"""Artigos 60,""""caput"""", 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso I, e 4§, e 25 da Lei n§ 10.486/02""";Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Militar com 30 anos ou mais de servi‡o. Proventos integrais.
80;Artigos 88, inciso II, 95, inciso II, e 97, inciso VI, da Lei n§ 7.479/86, combinados com os artigos 20, ?? 1§, inciso II, e 4§, e 25 da Lei n§ 10.486/02;Incapacidade definitiva decorrente de acidente ou doen‡a, mol‚stia ou enfermidade, sem rela‡?o de causa e efeito com o servi‡o. Proventos proporcionais.
81;Artigos 88, inciso II, 95, inciso III, da Lei n§ 7.479/86, combinados com o artigo 20, ?? 1§, inciso II, e 4§, da Lei n§ 10.486/02;Agrega‡?o h  mais de 2 (dois) anos, por ter sido julgado incapaz, temporariamente, mediante homologa‡?o da Junta Superior de Sa£de, ainda mesmo que se trate de mol‚stia cur vel. Proventos proporcionais, calculados com base na remunera‡?o correspondente ao
117;Artigo 37, inciso I, da Lei n§ 10.486/02;Filho(a) menor de 21 anos.
119;Artigo 36, ? 3§, inciso I, da Lei n§ 10.486/02, na reda‡?o da Medida Provis¢ria n§ 56/02, convertida na Lei n§ 10.556/02;Filha maior de militar optante pela contribui‡?o espec¡fica de 1,5% da remunera‡?o/proventos.
120;Artigo 37, inciso I, da Lei n§ 10.486/02;Vi£vo ou vi£va.
121;Artigo 37, inciso II, da Lei n§ 10.486/02;Pais, ainda que adotivos, que comprovem dependˆncia econ“mica do contribuinte.
123;Artigo 37, inciso III, da Lei n§ 10.486/02;Pessoa designada, menor de 21 (vinte e um) anos, que viva sob a dependˆncia econ“mica do contribuinte.
124;Artigo 39, ? 3§, da Lei n§ 10.486/02;Pensionista judici ria.
125;"""Artigo 217, inciso I, al¡nea """"a"""", da Lei n§ 8.112/90""";Vi£vo ou vi£va
126;"""Artigo 217, inciso I, al¡nea """"b"""", da Lei n§ 8.112/90""";Ex-c“njuge com percep‡?o de pens?o aliment¡cia.
127;"""Artigo 217, inciso I, al¡nea """"b"""", da Lei n§ 8.112/90""";Ex-companheira (o) com percep‡?o de pens?o aliment¡cia.
128;"""Artigo 217, inciso I, al¡nea """"c"""", da Lei n§ 8.112/90""";Companheiro(a) com uni?o est vel.
129;"""Artigo 217, inciso I, al¡nea """"d"""", da Lei n§ 8.112/90""";Pais, com dependˆncia econ“mica.
130;"""Artigo 217, inciso I, al¡nea """"e"""", da Lei n§ 8.112/90""";Pessoa designada, com dependˆncia econ“mica, maior de 60 anos.
131;"""Artigo 217, inciso I, al¡nea """"e"""", da Lei n§ 8.112/90""";Pessoa portadora de deficiˆncia, com dependˆncia econ“mica.
132;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Enteado(a) menor de 21 anos.
133;"""Artigo 217, inciso II, al¡nea """"a"""", da Lei n§ 8.112/90""";Filho(a) inv lido(a), enquanto durar a invalidez.
134;"""Artigo 217, inciso II, al¡nea """"b"""", da Lei n§ 8.112/90""";Menor de 21 anos sob guarda ou tutela.
135;"""Artigo 217, inciso II, al¡nea """"c"""", da Lei n§ 8.112/90""";Irm?o(?) ¢rf?o(?), com dependˆncia econ“mica, menor de 21 anos.
139;Artigo 192, inciso I, da Lei n§ 8.112/90;Proventos correspondentes ao mesmo padr?o da classe imediatamente superior …quela em que se encontrava posicionado o servidor, desde que conte tempo de servi‡o para aposentadoria com proventos integrais. Requisitos implementados at‚ 19/02/1998.
141;Artigo 7§ da Lei n§ 1.004/96, combinado com o artigo 4§ da Lei n§ 1.141/96 e com o artigo 4§, par grafo £nico, da Lei n§ 1.864/98;Manuten‡?o dos d‚cimos resultantes da transforma‡?o de quintos incorporados at‚ o in¡cio de vigˆncia da Lei n§ 1.004/96 (10/01/96), acumulados ou n?o com d‚cimos incorporados na vigˆncia da Lei n§ 1.141/96 (de 01/08/96 a 19/01/98).
142;Artigo 180, inciso II, da Lei n§ 1.711/52;Remunera‡?o do cargo, emprego ou fun‡?o comissionada, exercido por dez anos interpolados.
143;Artigo 180, inciso I, da Lei n§ 1.711/52;Remunera‡?o do cargo, emprego ou fun‡?o comissionada, exercido por cinco anos seguidos.
146;Artigo 40, ?? 7§, inciso I, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03;Pens?o civil institu¡da por servidor(a) inativo(a) que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. ?bito a partir de 20/02/04. C lculo pelo valor do £ltimo provento, com glosa de 30% do valor excedente ao limite m ximo estabelecido para
147;Artigo 40, ?? 7§, inciso II, e 8§, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03;Pens?o civil institu¡da por servidor(a) ativo(a) que N?O reunia os requisitos estabelecidos no art. 3§ da EC 47/05. ?bito a partir de 20/02/04. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estabelecido par
148;Artigo 40, ? 7§, inciso II, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, combinado com o artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05;Pens?o civil institu¡da por servidor(a) ativo(a) que cumpria os requisitos para a aposentadoria fixada no art. 3§ da EC 47/05. ?bito a partir de 20/02/04. C lculo pelo valor da £ltima remunera‡?o, com glosa de 30% do valor excedente ao limite m ximo estab
149;Artigo 40, ? 7§, inciso I, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, c/c o artigo 3§, par grafo £nico, da Emenda Constitucional n§ 47/05;Pens?o civil institu¡da por servidor(a) aposentado(a) nos termos do art. 3§ da EC 47/05 ou que tenha cumprido, na atividade, os requisitos para essa modalidade de aposenta‡?o. ?bito a partir de 20/02/04. C lculo pelo valor do £ltimo provento, com glosa de
153;Artigo 40, ?? 1§ e 4§, da CRFB, combinado com os artigos 1§, inciso I, da Lei Complementar n§ 51/85 e 3§ e 7§ da Emenda Constitucional n§ 41/03;Constitui‡?o original c/c o art. 3§ da EC n§ 41/03. Aposentadoria especial, volunt ria, de policial. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Requisitos implementados at‚ 31.12.03.
155;Artigo 40, ?? 3§, 4§ e 8§, da CRFB, com reda‡?o da Emenda Constitucional n§ 20/98, combinado com o artigo 1§, inciso I, da Lei Complementar n§ 51/85;Constitui‡?o na reda‡?o da EC 20/98. Aposentadoria especial volunt ria de policial. Proventos integrais, calculados pela £ltima remunera‡?o. Paridade. Requisitos implementados entre 16/12/98 e 31/12/03.
156;Lei n§ 701/94 e Decreto n§ 15.902/94;Complementa‡?o da aposentadoria concedida pelo INSS a ex-servidor estatut rio que optou, na forma da Lei n§ 6.162/74, por integrar Tabela de Pessoal do Distrito Federal regida pela legisla‡?o trabalhista.
157;Lei n§ 701/94 e Decreto n§ 15.902/94;Complementa‡?o da pens?o concedida pelo INSS a benefici rios de ex-servidor estatut rio que optou, na forma da Lei n§ 6.162/74, por integrar Tabela de Pessoal do Distrito Federal regida pela legisla‡?o trabalhista.
158;Artigo 25 da Lei n§ 8.112/90;Revers?o … atividade de servidor aposentado por invalidez, quando, por junta m‚dica oficial, forem declarados insubsistentes os motivos da aposentadoria.
161;Artigo 40, ? 1§, inciso II, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigo 1§ da Medida Provis¢ria n§ 167/04;Constitui‡?o na reda‡?o da EC 41/03 c/c a MP 167/04. Aposentadoria compuls¢ria aos 70 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade. Requisitos implementados e vigˆncia entre 20/02/2004 e 20/06/2004. Verificar se o servidor(a) f
165;Artigo 40, ? 1§, inciso I, in fine, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, artigo 186, inciso I, ? 1§, da Lei n§ 8.112/90 e artigos 1§ e 15 da Lei n§ 10.887/04;Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria por invalidez qualificada. Proventos integrais. C lculo pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03. Requisitos implementados a partir de 21/06/04.
166;Artigo 40, ? 1§, inciso I, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04;Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria por invalidez simples. Proventos proporcionais. C lculo pela m‚dia, sem paridade. Ingresso no servi‡o p£blico ap¢s 31/12/03. Requisitos implementados a partir de 21/06/04.
167;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e """"b"""", ? 1§, inciso I, e ? 6§, da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Regra de transi‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria volunt ria com proventos integrais, com redutor de 3,5% por ano de antecipa‡?o da idade m¡nima exigida pela regra permanente. C lculo pela m‚dia, sem paridade. Requisitos implementados entre
168;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e """"b"""", ? 1§, inciso I, e ?? 2§, 3§ e 6§, da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Regra de transi‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria especial de magistrado e de membro do Minist‚rio P£blico e do Tribunal de Contas (somente homem). Proventos integrais, com redutor de 3,5% por ano de antecipa‡?o da idade m¡nima exigida pela
169;"""Artigo 2§, incisos I, II e III, al¡neas """"a"""" e"""" b"""", ? 1§, inciso I, e ?? 4§ e 6§, da Emenda Constitucional nø 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Regra de transi‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria especial de professor. Proventos integrais com redutor de 3,5% por ano de antecipa‡?o da idade m¡nima exigida pela regra permanente. C lculo pela m‚dia, sem paridade. Requisitos implementados
170;Artigo 40, ? 1§, inciso II, e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04;Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria compuls¢ria, aos 70 anos de idade. Proventos proporcionais. C lculo pela m‚dia, sem paridade. Requisito implementado a partir de 21/06/04. (Verificar se o servidor (a) faz jus a outra mo
171;"""Artigo 40, ? 1§, inciso III, al¡nea """"a"""", e ?? 3§, 5§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria especial de professor, com proventos integrais. C lculo pela m‚dia, sem paridade. Requisitos implementados a partir de 21/06/04. Exigido tempo exclusivo de fun‡?es de magist‚rio na educa
172;"""Artigo 40, ? 1§, inciso III, al¡nea """"a"""", e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria volunt ria com proventos integrais. C lculo pela m‚dia, sem paridade. Requisitos implementados a partir de 21/06/04.
173;"""Artigo 40, ? 1§, inciso III, al¡nea """"b"""", e ?? 3§, 8§ e 17, da CRFB, na reda‡?o da Emenda Constitucional n§ 41/03, e artigos 1§ e 15 da Lei n§ 10.887/04""";Constitui‡?o na reda‡?o da EC 41/03 c/c Lei 10.887/04. Aposentadoria volunt ria por idade (65 anos-homem ou 60 anos-mulher, 10 anos de servi‡o p£blico e 05 anos no cargo). Proventos proporcionais, calculados pela m‚dia, sem paridade. Requisitos implementa
174;"""Artigo 8§, ? 1§, inciso I, al¡neas """"a"""" e """"b"""", e inciso II, e ? 4§, da Emenda Constitucional n§ 20/98, e artigo 40, ?? 3§ e 8§, da CRFB, na reda‡?o dessa Emenda, combinados com os artigos 3§ e 7§ da Emenda Constitucional n§ 41/03""";Regra de transi‡?o da EC 20/98 c/c o artigo 3§ da EC 41/03. Aposentadoria especial de professor. Proventos proporcionais, calculados pela £ltima remunera‡?o. Paridade. Requisitos implementados at‚ 31/12/03. Ped gio de 40%. Conta-se o tempo de efetivo magi
175;Artigo 1§ da Lei n§ 186/91, combinado com o artigo 3§ da Lei n§ 213/91;Gratifica‡?o de representa‡?o pelo exerc¡cio de fun‡?o militar. Incorpora fra‡?es de 1/24 avos por mˆs de exerc¡cio.
176;Artigo 184, inciso I, da Lei n§ 1.711/52;Proventos correspondentes ao vencimento ou remunera‡?o da classe imediatamente superior, assegurados aos inativos que contarem tempo de servi‡o para aposentadoria volunt ria integral.
177;Artigo 184, inciso II, da Lei n§ 1.711/52;Proventos (parcelas permanentes) aumentados de 20% quando ocupante da £ltima classe da respectiva carreira e contar tempo de servi‡o para aposentadoria volunt ria integral. Requisitos implementados at‚ 1 (um) ano da entrada em vigor da Lei n§ 8.112/90 (ar
179;Artigo 37, inciso I, da Lei n§ 10.486/02;Companheiro ou companheira.
